product_id,candidate_location,current_avg_lead_time,candidate_avg_lead_time,current_median_lead_time,candidate_median_lead_time,lead_time_improvement_days,lead_time_improvement_pct,candidate_records,candidate_total_sales,candidate_total_profit,current_total_sales,current_total_profit,profit_difference,reliability_score,candidate_score,recommendation_rank,product_records,current_total_units,estimated_profit_change,lead_time_improvement_per_record,risk_level,estimated_units_affected,estimated_lead_time_days_saved,record_coverage_pct,operational_benefit_score,decision_score,recommendation_type,lead_time_score,improvement_pct_score,historical_decision_score,optimization_score
CHO-TRI-54000,Colorado_Pacific,4.311166253101737,3.96875,4.0,4.0,0.3424162531017369,7.94254345573846,32,412.5,269.5,28485.0,18610.2,-18340.7,8.0,27.77116325026564,14,2015,7596,-18340.7,0.0107005079094292,Medium,7596,10.957320099255584,1.5880893300248138,35.71370670600409,26.5058201940867,Moderate Potential,30.476375437774244,30.03370571943534,32.50057540542855,26.174
CHO-NUT-13000,California_Pacific,4.258011049723757,4.079019073569483,4.0,4.0,0.1789919761542746,4.203652223163839,367,4781.3,3411.3,23574.95,16819.95,-13408.65,91.75,24.83552597767017,15,1810,6755,-13408.65,0.0004877165562786,Very Low,6755,65.69005524861879,20.27624309392265,29.03917820083401,26.025495512502587,Moderate Potential,15.930980542579674,15.895569790825226,31.911616889200644,33.483
CHO-FUD-51000,Georgia_Gulf,4.284928492849285,3.9615384615384617,4.0,5.0,0.3233900313108231,7.547151180013818,26,284.4,189.6,24890.4,16593.6,-16404.0,6.5,24.87417909239762,16,1818,6914,-16404.0,0.0124380781273393,Medium,6914,8.408140814081401,1.4301430143014302,32.42133027241144,23.95894746678529,Moderate Potential,28.782967857936125,28.538580723389888,29.377682828795304,24.354
OTH-KAZ-38000,California_Pacific,3.9895833333333335,3.75,4.0,4.0,0.2395833333333334,6.005221932114886,20,211.25,16.25,1205.75,92.75,-76.5,5.0,18.28303291583257,17,96,371,-76.5,0.0119791666666666,Medium,371,4.79166666666667,20.833333333333336,24.28825484794746,21.79570396539017,Moderate Potential,21.323846485554117,22.707973748475823,26.725183942792885,19.215
CHO-FUD-51000,Texas_Interior,4.284928492849285,4.111111111111111,4.0,4.0,0.173817381738174,4.056482670089865,180,2534.4,1689.6,24890.4,16593.6,-14903.999999999998,45.0,21.08761311784344,18,1818,6914,-14903.999999999998,0.0009656521207676,Very Low,6914,31.287128712871333,9.9009900990099,25.144095787933303,20.878529849121666,Moderate Potential,15.470421557032815,15.339067069434249,25.60057484534107,22.863
CHO-NUT-13000,Pennsylvania_Atlantic,4.258011049723757,4.069306930693069,4.0,4.0,0.1887041190306879,4.431743291106074,101,1238.95,883.95,23574.95,16819.95,-15936.0,25.25,20.49669223682056,19,1810,6755,-15936.0,0.0018683576141652,Very Low,6755,19.059116022099484,5.580110497237569,24.928435527926627,19.729247534456995,Moderate Potential,16.795398951243627,16.75806680453176,24.191362217458778,19.586
CHO-MIL-31000,Georgia_Gulf,4.381375760411792,4.147058823529412,5.0,5.0,0.2343169368823803,5.348021938669729,34,464.75,301.73,26867.75,17443.37,-17141.64,8.5,19.01407943245228,20,2137,8267,-17141.64,0.0068916746141876,Medium,8267,7.966775854000931,1.5910154422087035,24.362101371122,18.203477603738424,Moderate Potential,20.855116762623236,20.222856567570005,22.320512708877363,18.446
CHO-FUD-51000,Florida_Gulf,4.284928492849285,4.095890410958904,4.0,4.0,0.1890380818903807,4.411697469534174,73,975.6,650.4,24890.4,16593.6,-15943.2,18.25,18.98823308039921,21,1818,6914,-15943.2,0.0025895627656216,Low,6914,13.799779977997794,4.015401540154016,23.399930549933384,18.19951550711726,Moderate Potential,16.825122941860528,16.682266110541256,22.315654514750307,17.898
CHO-TRI-54000,Texas_Interior,4.311166253101737,4.172222222222223,4.0,4.0,0.1389440308795135,3.2228873284473334,180,2527.5,1651.3,28485.0,18610.2,-16958.9,45.0,16.754170209037817,22,2015,7596,-16958.9,0.0007719112826639,Very Low,7596,25.00992555831244,8.933002481389577,19.977057537485045,16.801380327731785,Moderate Potential,12.366557987723837,12.186933584801492,20.601306590714458,20.084
CHO-MIL-31000,Washington_Pacific,4.381375760411792,4.2407407407407405,5.0,4.0,0.1406350196710519,3.209836986404337,108,1313.0,852.4399999999999,26867.75,17443.37,-16590.93,27.0,15.05846194846876,23,2137,8267,-16590.93,0.0013021761080652,Very Low,8267,15.188582124473612,5.053813757604118,18.268298934873098,14.662450803498002,Moderate Potential,12.517062552869817,12.137585396196474,17.978620713415474,16.138
CHO-MIL-31000,Pennsylvania_Atlantic,4.381375760411792,4.266666666666667,5.0,4.0,0.1147090937451258,2.618106732172743,105,1248.0,810.24,26867.75,17443.37,-16633.129999999997,26.25,12.20938128737236,24,2137,8267,-16633.129999999997,0.0010924675594773,Very Low,8267,12.044454843238212,4.913430042115115,14.827488019545102,12.059244404407282,Low Potential,10.209554527379888,9.900033606909348,14.786653619017951,14.027
CHO-TRI-54000,Georgia_Gulf,4.311166253101737,4.161290322580645,4.0,5.0,0.1498759305210919,3.4764590767814005,31,397.5,259.7,28485.0,18610.2,-18350.5,7.75,12.04848903701529,25,2015,7596,-18350.5,0.0048347074361642,Medium,7596,4.64615384615385,1.5384615384615383,15.524948113796691,11.684713075695242,Moderate Potential,13.339539482342976,13.145782511555023,14.327415474287134,12.321
CHO-NUT-13000,Georgia_Gulf,4.258011049723757,4.152173913043479,4.0,5.0,0.1058371366802779,2.485600329457676,46,631.69,450.69,23574.95,16819.95,-16369.26,11.5,9.56992814727128,26,1810,6755,-16369.26,0.0023008073191364,Medium,6755,4.868508287292785,2.541436464088398,12.055528476728876,9.407029975363503,Low Potential,9.419915916692261,9.398977701170487,11.534594470826288,10.148
