Product ID,candidate_location,current_avg_lead_time,candidate_avg_lead_time,current_median_lead_time,candidate_median_lead_time,lead_time_improvement_days,lead_time_improvement_pct,candidate_records,candidate_total_sales,candidate_total_profit,current_total_sales,current_total_profit,profit_difference,reliability_score,candidate_score,recommendation_rank
CHO-FUD-51000,Georgia_Gulf,4.284928492849285,3.9615384615384617,4.0,5.0,0.3233900313108231,7.5471511800138185,26,284.4,189.6,24890.4,16593.6,-16404.0,3.295836866004329,24.87417909239762,15
CHO-NUT-13000,California_Pacific,4.258011049723757,4.079019073569483,4.0,4.0,0.17899197615427465,4.2036522231638385,367,4781.3,3411.3,23574.95,16819.95,-13408.650000000001,5.908082938168931,24.83552597767017,16
CHO-FUD-51000,Texas_Interior,4.284928492849285,4.111111111111111,4.0,4.0,0.17381738173817407,4.056482670089865,180,2534.4,1689.6,24890.4,16593.6,-14903.999999999998,5.198497031265826,21.087613117843436,17
CHO-NUT-13000,Pennsylvania_Atlantic,4.258011049723757,4.069306930693069,4.0,4.0,0.18870411903068796,4.431743291106074,101,1238.95,883.95,23574.95,16819.95,-15936.0,4.624972813284271,20.496692236820554,18
CHO-MIL-31000,Georgia_Gulf,4.381375760411792,4.147058823529412,5.0,5.0,0.2343169368823803,5.348021938669729,34,464.75,301.73,26867.75,17443.37,-17141.64,3.5553480614894135,19.014079432452274,19
CHO-FUD-51000,Florida_Gulf,4.284928492849285,4.095890410958904,4.0,4.0,0.18903808189038074,4.411697469534174,73,975.6,650.4,24890.4,16593.6,-15943.199999999999,4.30406509320417,18.98823308039921,20
OTH-KAZ-38000,California_Pacific,3.9895833333333335,3.75,4.0,4.0,0.23958333333333348,6.005221932114886,20,211.25,16.25,1205.75,92.75,-76.5,3.044522437723423,18.283032915832578,21
CHO-FUD-51000,Pennsylvania_Atlantic,4.284928492849285,4.129310344827586,4.0,4.0,0.1556181480216985,3.6317560090301395,116,1540.8,1027.2,24890.4,16593.6,-15566.399999999998,4.762173934797756,17.295053803748456,22
CHO-TRI-54000,Texas_Interior,4.311166253101737,4.1722222222222225,4.0,4.0,0.13894403087951446,3.222887328447354,180,2527.5,1651.3,28485.0,18610.2,-16958.9,5.198497031265826,16.754170209037817,23
CHO-MIL-31000,Washington_Pacific,4.381375760411792,4.2407407407407405,5.0,4.0,0.14063501967105196,3.2098369864043366,108,1313.0,852.4399999999999,26867.75,17443.37,-16590.93,4.6913478822291435,15.05846194846876,24
CHO-FUD-51000,Virginia_Gulf,4.284928492849285,4.136363636363637,4.0,4.0,0.1485648564856481,3.4671490255572306,44,615.6,410.4,24890.4,16593.6,-16183.199999999999,3.8066624897703196,13.198266142032425,25
CHO-MIL-31000,North Carolina_Gulf,4.381375760411792,4.239130434782608,5.0,4.0,0.14224532562918402,3.246590418344187,46,585.0,379.8,26867.75,17443.37,-17063.57,3.8501476017100584,12.499852312922728,26
CHO-MIL-31000,Pennsylvania_Atlantic,4.381375760411792,4.266666666666667,5.0,4.0,0.11470909374512583,2.618106732172743,105,1248.0,810.24,26867.75,17443.37,-16633.129999999997,4.663439094112067,12.20938128737236,27
CHO-TRI-54000,Georgia_Gulf,4.311166253101737,4.161290322580645,4.0,5.0,0.14987593052109194,3.4764590767814005,31,397.5,259.7,28485.0,18610.2,-18350.5,3.4657359027997265,12.04848903701529,28
CHO-FUD-51000,Kentucky_Gulf,4.284928492849285,4.142857142857143,4.0,4.0,0.14207134999214155,3.315606088391699,28,396.0,264.0,24890.4,16593.6,-16329.599999999999,3.367295829986474,11.164626555319133,29
CHO-SCR-58000,Florida_Gulf,4.248546511627907,4.152777777777778,4.0,4.0,0.09576873385012963,2.254152887064289,72,907.2,630.0,27874.8,19357.5,-18727.5,4.290459441148391,9.671351536096882,30
CHO-NUT-13000,Colorado_Pacific,4.258011049723757,4.137931034482759,4.0,4.0,0.12008001524099843,2.820096374545311,29,328.06,234.06,23574.95,16819.95,-16585.89,3.4011973816621555,9.591704405138449,31
CHO-NUT-13000,Georgia_Gulf,4.258011049723757,4.1521739130434785,4.0,5.0,0.10583713668027883,2.4856003294576965,46,631.69,450.69,23574.95,16819.95,-16369.26,3.8501476017100584,9.56992814727128,32
CHO-SCR-58000,Kentucky_Gulf,4.248546511627907,4.142857142857143,4.0,4.0,0.10568936877076407,2.487659449684765,28,374.40000000000003,260.0,27874.8,19357.5,-19097.5,3.367295829986474,8.376685291349956,33
CHO-MIL-31000,Wisconsin_Interior,4.381375760411792,4.275862068965517,5.0,4.0,0.10551369144627554,2.4082319621989834,29,448.5,291.18,26867.75,17443.37,-17152.19,3.4011973816621555,8.190872244266297,34
CHO-MIL-31000,Kentucky_Gulf,4.381375760411792,4.2727272727272725,5.0,4.0,0.10864848768451996,2.479780179235492,22,289.25,187.79,26867.75,17443.37,-17255.579999999998,3.1354942159291497,7.775336408768635,35
CHO-MIL-31000,Ontario_Atlantic,4.381375760411792,4.2727272727272725,5.0,4.0,0.10864848768451996,2.479780179235492,22,308.75,200.45000000000002,26867.75,17443.37,-17242.92,3.1354942159291497,7.775336408768635,36
CHO-FUD-51000,California_Pacific,4.284928492849285,4.231843575418995,4.0,5.0,0.05308491743029009,1.2388752232126752,358,4960.8,3307.2,24890.4,16593.6,-13286.399999999998,5.883322388488279,7.2887023372705455,37
CHO-SCR-58000,Michigan_Interior,4.248546511627907,4.183673469387755,4.0,4.0,0.06487304224015222,1.5269467349033434,49,658.8000000000001,457.5,27874.8,19357.5,-18900.0,3.912023005428146,5.973450755005272,38
CHO-NUT-13000,Virginia_Gulf,4.258011049723757,4.2,4.0,4.0,0.058011049723757147,1.3623978201634932,30,404.84000000000003,288.84,23574.95,16819.95,-16531.11,3.4339872044851463,4.678456681859891,39
CHO-TRI-54000,Virginia_Gulf,4.311166253101737,4.260869565217392,4.0,4.0,0.05029668788434538,1.1666608275233792,46,693.75,453.25,28485.0,18610.2,-18156.95,3.8501476017100584,4.49181638709821,40
CHO-MIL-31000,California_Pacific,4.381375760411792,4.3504901960784315,5.0,4.0,0.030885564333360982,0.7049284522096808,408,5547.75,3601.77,26867.75,17443.37,-13841.599999999999,6.013715156042802,4.239238916979152,41
CHO-MIL-31000,New York_Atlantic,4.381375760411792,4.3474576271186445,5.0,5.0,0.03391813329314797,0.774143445983736,236,2717.0,1763.96,26867.75,17443.37,-15679.41,5.4680601411351315,4.233062920504664,42
CHO-TRI-54000,California_Pacific,4.311166253101737,4.281927710843373,4.0,5.0,0.029238542258363864,0.6782049343916564,415,5846.25,3819.55,28485.0,18610.2,-14790.650000000001,6.030685260261263,4.090040501272219,43
CHO-TRI-54000,North Carolina_Gulf,4.311166253101737,4.2727272727272725,4.0,4.0,0.03843898037446447,0.8916144290842167,55,791.25,516.95,28485.0,18610.2,-18093.25,4.02535169073515,3.589061649598007,44
CHO-TRI-54000,New Jersey_Atlantic,4.311166253101737,4.269230769230769,4.0,4.0,0.041935483870967794,0.9727178542649949,26,311.25,203.35,28485.0,18610.2,-18406.850000000002,3.295836866004329,3.2059193643071966,45
CHO-MIL-31000,Virginia_Gulf,4.381375760411792,4.35,5.0,5.0,0.0313757604117928,0.7161166292854982,60,796.25,516.95,26867.75,17443.37,-16926.42,4.110873864173311,2.9438651350296428,46
CHO-NUT-13000,Arizona_Pacific,4.258011049723757,4.225806451612903,4.0,4.0,0.0322045981108543,0.7563296040047525,31,366.45,261.45,23574.95,16819.95,-16558.5,3.4657359027997265,2.6212386629495703,47
CHO-SCR-58000,Maryland_Atlantic,4.248546511627907,4.222222222222222,4.0,4.0,0.026324289405684986,0.6196069487208782,27,302.40000000000003,210.0,27874.8,19357.5,-19147.5,3.332204510175204,2.0646570690636064,48
CHO-MIL-31000,Texas_Interior,4.381375760411792,4.365384615384615,5.0,4.0,0.015991145027177467,0.3649799949063147,208,2613.0,1696.44,26867.75,17443.37,-15746.929999999998,5.342334251964811,1.9498451280699474,49
CHO-MIL-31000,Michigan_Interior,4.381375760411792,4.379310344827586,5.0,4.5,0.002065415584206143,0.04714079999411008,58,669.5,434.65999999999997,26867.75,17443.37,-17008.71,4.07753744390572,0.1922183771116544,50
