Product ID,location_key,records,avg_lead_time,median_lead_time,total_sales,total_profit,total_cost,total_units,profit_margin
CHO-NUT-13000,Arizona_Pacific,31,4.225806451612903,4.0,366.45,261.45,105.0,105,0.7134670487106017
CHO-NUT-13000,New Brunswick_Atlantic,4,4.25,4.0,97.72,69.72,28.0,28,0.7134670487106017
CHO-NUT-13000,Texas_Interior,174,4.281609195402299,4.0,2184.7400000000002,1558.74,626.0,626,0.7134670487106016
CHO-NUT-13000,Illinois_Interior,103,4.300970873786408,4.0,1357.6100000000001,968.61,389.0,389,0.7134670487106016
CHO-NUT-13000,North Carolina_Gulf,49,4.346938775510204,5.0,659.61,470.61,189.0,189,0.7134670487106017
CHO-NUT-13000,Florida_Gulf,64,4.375,5.0,757.33,540.33,217.0,217,0.7134670487106017
CHO-NUT-13000,Wisconsin_Interior,24,4.375,5.0,296.65,211.65,85.0,85,0.7134670487106018
CHO-NUT-13000,Oregon_Pacific,29,4.379310344827586,5.0,383.90000000000003,273.9,110.0,110,0.7134670487106016
CHO-NUT-13000,Washington_Pacific,85,4.411764705882353,5.0,1113.31,794.31,319.0,319,0.7134670487106017
CHO-NUT-13000,Delaware_Atlantic,13,4.461538461538462,5.0,177.99,126.99,51.0,51,0.7134670487106016
CHO-NUT-13000,Missouri_Interior,17,4.470588235294118,5.0,251.28,179.28,72.0,72,0.7134670487106017
CHO-NUT-13000,New York_Atlantic,186,4.473118279569892,5.0,2544.21,1815.21,729.0,729,0.7134670487106017
CHO-NUT-13000,Nevada_Pacific,6,4.5,4.0,101.21000000000001,72.21000000000001,29.0,29,0.7134670487106017
CHO-NUT-13000,New Hampshire_Atlantic,4,4.5,4.5,62.82,44.82,18.0,18,0.7134670487106017
CHO-NUT-13000,Kentucky_Gulf,21,4.571428571428571,4.0,268.73,191.73000000000002,77.0,77,0.7134670487106017
CHO-NUT-13000,Maryland_Atlantic,24,4.583333333333333,5.0,369.94,263.94,106.0,106,0.7134670487106017
CHO-NUT-13000,Utah_Pacific,6,4.666666666666667,5.0,66.31,47.31,19.0,19,0.7134670487106017
CHO-NUT-13000,Vermont_Atlantic,3,4.666666666666667,4.0,38.39,27.39,11.0,11,0.7134670487106017
CHO-NUT-13000,Alabama_Gulf,10,4.7,4.5,101.21000000000001,72.21,29.0,29,0.7134670487106016
CHO-NUT-13000,Indiana_Interior,30,4.7,5.0,425.78000000000003,303.78,122.0,122,0.7134670487106016
CHO-NUT-13000,Tennessee_Gulf,37,4.8108108108108105,5.0,432.76,308.76,124.0,124,0.7134670487106017
CHO-NUT-13000,New Jersey_Atlantic,19,4.894736842105263,5.0,181.48000000000002,129.48,52.0,52,0.7134670487106016
CHO-NUT-13000,Oklahoma_Interior,15,4.933333333333334,5.0,209.4,149.4,60.0,60,0.7134670487106017
CHO-NUT-13000,Ontario_Atlantic,3,5.0,5.0,27.92,19.92,8.0,8,0.7134670487106017
CHO-NUT-13000,South Dakota_Interior,4,5.0,5.0,38.39,27.39,11.0,11,0.7134670487106017
CHO-NUT-13000,West Virginia_Atlantic,1,5.0,5.0,27.92,19.92,8.0,8,0.7134670487106017
CHO-NUT-13000,Wyoming_Pacific,1,5.0,5.0,13.96,9.96,4.0,4,0.7134670487106017
CHO-NUT-13000,New Mexico_Pacific,6,5.166666666666667,5.0,66.31,47.31,19.0,19,0.7134670487106017
CHO-NUT-13000,British Columbia_Pacific,4,5.25,5.0,69.80000000000001,49.8,20.0,20,0.7134670487106015
CHO-NUT-13000,Minnesota_Interior,19,5.368421052631579,5.0,240.81,171.81,69.0,69,0.7134670487106017
CHO-NUT-13000,Prince Edward Island_Atlantic,2,5.5,5.5,34.9,24.9,10.0,10,0.7134670487106017
CHO-NUT-13000,Maine_Atlantic,3,5.666666666666667,6.0,24.43,17.43,7.0,7,0.7134670487106017
CHO-SCR-58000,West Virginia_Atlantic,1,1.0,1.0,10.8,7.5,3.3,3,0.6944444444444444
CHO-SCR-58000,New Hampshire_Atlantic,4,3.0,3.0,50.4,35.0,15.4,14,0.6944444444444444
CHO-SCR-58000,Massachusetts_Atlantic,24,3.125,3.0,334.8,232.5,102.3,93,0.6944444444444444
CHO-SCR-58000,Ontario_Atlantic,13,3.230769230769231,3.0,205.2,142.5,62.7,57,0.6944444444444445
CHO-SCR-58000,Ohio_Atlantic,90,3.5,3.0,1263.6,877.5,386.1,351,0.6944444444444445
CHO-SCR-58000,Nebraska_Interior,9,3.5555555555555554,4.0,118.80000000000001,82.5,36.3,33,0.6944444444444444
CHO-SCR-58000,Colorado_Pacific,45,3.7111111111111112,4.0,669.6,465.0,204.6,186,0.6944444444444444
CHO-SCR-58000,Virginia_Gulf,35,3.7142857142857144,4.0,518.4,360.0,158.4,144,0.6944444444444444
CHO-SCR-58000,Connecticut_Atlantic,17,3.823529411764706,4.0,176.4,122.5,53.9,49,0.6944444444444444
CHO-SCR-58000,Vermont_Atlantic,2,4.0,4.0,64.8,45.0,19.8,18,0.6944444444444444
CHO-SCR-58000,California_Pacific,400,4.03,4.0,5302.8,3682.5,1620.3,1473,0.6944444444444444
CHO-SCR-58000,Rhode Island_Atlantic,11,4.090909090909091,4.0,111.60000000000001,77.5,34.1,31,0.6944444444444444
CHO-SCR-58000,Delaware_Atlantic,18,4.111111111111111,5.0,244.8,170.0,74.8,68,0.6944444444444444
CHO-SCR-58000,Kentucky_Gulf,28,4.142857142857143,4.0,374.40000000000003,260.0,114.4,104,0.6944444444444444
CHO-SCR-58000,Florida_Gulf,72,4.152777777777778,4.0,907.2,630.0,277.2,252,0.6944444444444444
CHO-SCR-58000,Quebec_Atlantic,6,4.166666666666667,4.5,39.6,27.5,12.100000000000001,11,0.6944444444444444
CHO-SCR-58000,Michigan_Interior,49,4.183673469387755,4.0,658.8000000000001,457.5,201.3,183,0.6944444444444444
CHO-SCR-58000,Maryland_Atlantic,27,4.222222222222222,4.0,302.40000000000003,210.0,92.4,84,0.6944444444444444
CHO-SCR-58000,Oregon_Pacific,27,4.2592592592592595,5.0,349.2,242.5,106.7,97,0.6944444444444444
CHO-SCR-58000,Arizona_Pacific,50,4.26,5.0,622.8,432.5,190.3,173,0.6944444444444445
CHO-SCR-58000,Pennsylvania_Atlantic,114,4.271929824561403,4.0,1558.8,1082.5,476.3,433,0.6944444444444444
CHO-SCR-58000,Georgia_Gulf,38,4.2894736842105265,5.0,558.0,387.5,170.5,155,0.6944444444444444
CHO-SCR-58000,New York_Atlantic,258,4.317829457364341,4.0,3506.4,2435.0,1071.4,974,0.6944444444444444
CHO-SCR-58000,Texas_Interior,215,4.3534883720930235,4.0,2923.2000000000003,2030.0,893.2,812,0.6944444444444444
CHO-SCR-58000,Washington_Pacific,101,4.405940594059406,5.0,1267.2,880.0,387.2,352,0.6944444444444444
CHO-SCR-58000,North Carolina_Gulf,54,4.407407407407407,4.0,806.4,560.0,246.4,224,0.6944444444444444
CHO-SCR-58000,Wisconsin_Interior,16,4.4375,4.5,212.4,147.5,64.9,59,0.6944444444444444
CHO-SCR-58000,British Columbia_Pacific,2,4.5,4.5,57.6,40.0,17.6,16,0.6944444444444444
CHO-SCR-58000,Iowa_Interior,6,4.5,4.0,64.8,45.0,19.8,18,0.6944444444444444
CHO-SCR-58000,Kansas_Interior,6,4.5,4.0,75.6,52.5,23.1,21,0.6944444444444445
CHO-SCR-58000,Louisiana_Gulf,4,4.5,4.5,64.8,45.0,19.8,18,0.6944444444444444
CHO-SCR-58000,Illinois_Interior,84,4.523809523809524,4.0,1062.0,737.5,324.5,295,0.6944444444444444
CHO-SCR-58000,Minnesota_Interior,8,4.625,5.0,122.4,85.0,37.4,34,0.6944444444444444
CHO-SCR-58000,South Carolina_Gulf,8,4.625,4.5,100.8,70.0,30.8,28,0.6944444444444444
CHO-SCR-58000,Oklahoma_Interior,12,4.666666666666667,5.0,201.6,140.0,61.6,56,0.6944444444444444
CHO-SCR-58000,Arkansas_Gulf,10,4.7,4.0,115.2,80.0,35.2,32,0.6944444444444444
CHO-SCR-58000,New Jersey_Atlantic,23,4.782608695652174,4.0,320.4,222.5,97.9,89,0.6944444444444445
CHO-SCR-58000,Idaho_Pacific,5,4.8,4.0,57.6,40.0,17.6,16,0.6944444444444444
CHO-SCR-58000,Tennessee_Gulf,38,4.815789473684211,5.0,496.8,345.0,151.8,138,0.6944444444444444
CHO-SCR-58000,Mississippi_Gulf,11,4.818181818181818,5.0,205.2,142.5,62.7,57,0.6944444444444445
CHO-SCR-58000,Indiana_Interior,34,4.911764705882353,5.0,496.8,345.0,151.8,138,0.6944444444444444
CHO-SCR-58000,Alberta_Pacific,12,4.916666666666667,5.0,140.4,97.5,42.900000000000006,39,0.6944444444444444
CHO-SCR-58000,Alabama_Gulf,12,5.0,5.0,183.6,127.5,56.1,51,0.6944444444444444
CHO-SCR-58000,Montana_Pacific,3,5.0,5.0,28.8,20.0,8.8,8,0.6944444444444444
CHO-SCR-58000,North Dakota_Interior,3,5.0,6.0,32.4,22.5,9.9,9,0.6944444444444444
CHO-SCR-58000,Prince Edward Island_Atlantic,4,5.0,5.0,43.2,30.0,13.2,12,0.6944444444444444
CHO-SCR-58000,Utah_Pacific,11,5.0,5.0,158.4,110.0,48.4,44,0.6944444444444444
CHO-SCR-58000,Missouri_Interior,13,5.076923076923077,5.0,165.6,115.0,50.6,46,0.6944444444444444
CHO-SCR-58000,Nevada_Pacific,9,5.222222222222222,6.0,140.4,97.5,42.9,39,0.6944444444444444
CHO-SCR-58000,New Mexico_Pacific,7,5.428571428571429,5.0,90.0,62.5,27.5,25,0.6944444444444444
CHO-SCR-58000,Maine_Atlantic,2,5.5,5.5,14.4,10.0,4.4,4,0.6944444444444444
CHO-SCR-58000,South Dakota_Interior,4,5.75,6.0,68.4,47.5,20.9,19,0.6944444444444444
CHO-SCR-58000,District of Columbia_Atlantic,3,6.0,6.0,46.800000000000004,32.5,14.3,13,0.6944444444444444
CHO-SCR-58000,Newfoundland and Labrador_Atlantic,6,8.0,7.5,162.0,112.5,49.5,45,0.6944444444444444
CHO-TRI-54000,Nova Scotia_Atlantic,2,2.5,2.5,22.5,14.7,7.8,6,0.6533333333333333
CHO-TRI-54000,Ontario_Atlantic,8,2.875,3.0,157.5,102.89999999999999,54.6,42,0.6533333333333333
CHO-TRI-54000,New Hampshire_Atlantic,4,3.0,3.0,75.0,49.0,26.0,20,0.6533333333333333
CHO-TRI-54000,North Dakota_Interior,2,3.0,3.0,52.5,34.3,18.2,14,0.6533333333333333
CHO-TRI-54000,Vermont_Atlantic,3,3.3333333333333335,4.0,22.5,14.7,7.8,6,0.6533333333333333
CHO-TRI-54000,Idaho_Pacific,3,3.6666666666666665,3.0,30.0,19.6,10.4,8,0.6533333333333334
CHO-TRI-54000,Rhode Island_Atlantic,8,3.75,3.5,142.5,93.10000000000001,49.4,38,0.6533333333333334
CHO-TRI-54000,South Carolina_Gulf,13,3.769230769230769,4.0,206.25,134.75,71.5,55,0.6533333333333333
CHO-TRI-54000,Connecticut_Atlantic,14,3.7857142857142856,3.0,210.0,137.2,72.8,56,0.6533333333333333
CHO-TRI-54000,Ohio_Atlantic,99,3.808080808080808,4.0,1413.75,923.65,490.1,377,0.6533333333333333
CHO-TRI-54000,Louisiana_Gulf,6,3.8333333333333335,3.5,93.75,61.25,32.5,25,0.6533333333333333
CHO-TRI-54000,Utah_Pacific,11,3.909090909090909,4.0,183.75,120.05,63.699999999999996,49,0.6533333333333333
CHO-TRI-54000,Colorado_Pacific,32,3.96875,4.0,412.5,269.5,143.0,110,0.6533333333333333
CHO-TRI-54000,Arizona_Pacific,55,4.0,4.0,825.0,539.0,286.0,220,0.6533333333333333
CHO-TRI-54000,Maine_Atlantic,1,4.0,4.0,48.75,31.85,16.9,13,0.6533333333333333
CHO-TRI-54000,Missouri_Interior,11,4.0,5.0,157.5,102.89999999999999,54.6,42,0.6533333333333333
CHO-TRI-54000,Quebec_Atlantic,4,4.0,4.0,33.75,22.05,11.7,9,0.6533333333333333
CHO-TRI-54000,Georgia_Gulf,31,4.161290322580645,5.0,397.5,259.7,137.8,106,0.6533333333333333
CHO-TRI-54000,Texas_Interior,180,4.1722222222222225,4.0,2527.5,1651.3,876.2,674,0.6533333333333333
CHO-TRI-54000,Nebraska_Interior,10,4.2,5.0,150.0,98.0,52.0,40,0.6533333333333333
CHO-TRI-54000,Iowa_Interior,8,4.25,4.5,123.75,80.85,42.9,33,0.6533333333333333
CHO-TRI-54000,New Brunswick_Atlantic,4,4.25,4.0,75.0,49.0,26.0,20,0.6533333333333333
CHO-TRI-54000,Virginia_Gulf,46,4.260869565217392,4.0,693.75,453.25,240.5,185,0.6533333333333333
CHO-TRI-54000,Massachusetts_Atlantic,19,4.2631578947368425,4.0,281.25,183.75,97.5,75,0.6533333333333333
CHO-TRI-54000,New Jersey_Atlantic,26,4.269230769230769,4.0,311.25,203.35,107.9,83,0.6533333333333333
CHO-TRI-54000,North Carolina_Gulf,55,4.2727272727272725,4.0,791.25,516.95,274.3,211,0.6533333333333334
CHO-TRI-54000,California_Pacific,415,4.281927710843373,5.0,5846.25,3819.55,2026.7,1559,0.6533333333333333
